Date,Description,Type,Category,Amount,Balance
2024-06-30,Rent,Debit,Rent,-1927.0,-1628281.77
2024-07-01,Salary,Credit,Income,120330.96,-1507950.8
2024-07-01,Utilities,Debit,Utilities,-1748.0,-1509698.8
2024-07-01,Dining,Debit,Dining,-5302.0,-1515000.8
2024-07-02,Fuel,Debit,Fuel,-6066.0,-1521066.8
2024-07-02,Fuel,Debit,Fuel,-3743.0,-1524809.8
2024-07-02,Groceries,Debit,Groceries,-952.0,-1525761.8
2024-07-03,Utilities,Debit,Utilities,-2422.0,-1528183.8
2024-07-03,Dining,Debit,Dining,-6715.0,-1534898.8
2024-07-05,Shopping,Debit,Shopping,-5762.0,-1540660.8
2024-07-05,Travel,Debit,Travel,-6037.0,-1546697.8
2024-07-06,Travel,Debit,Travel,-4196.0,-1550893.8
2024-07-06,Medical,Debit,Medical,-2871.0,-1553764.8
2024-07-06,Rent,Debit,Rent,-6734.0,-1560498.8
2024-07-07,Medical,Debit,Medical,-2001.0,-1562499.8
2024-07-07,Shopping,Debit,Shopping,-6689.0,-1569188.8
2024-07-07,Utilities,Debit,Utilities,-2777.0,-1571965.8
2024-07-10,Dining,Debit,Dining,-5691.0,-1577656.8
2024-07-10,Shopping,Debit,Shopping,-2233.0,-1579889.8
2024-07-11,Travel,Debit,Travel,-5757.0,-1585646.8
2024-07-11,Dining,Debit,Dining,-3361.0,-1589007.8
2024-07-12,Travel,Debit,Travel,-1438.0,-1590445.8
2024-07-13,Medical,Debit,Medical,-3543.0,-1593988.8
2024-07-14,Shopping,Debit,Shopping,-3045.0,-1597033.8
2024-07-14,Dining,Debit,Dining,-6193.0,-1603226.8
2024-07-14,Groceries,Debit,Groceries,-6284.0,-1609510.8
2024-07-15,Fuel,Debit,Fuel,-1902.0,-1611412.8
2024-07-15,Travel,Debit,Travel,-1839.0,-1613251.8
2024-07-15,Utilities,Debit,Utilities,-3811.0,-1617062.8
2024-07-16,Dining,Debit,Dining,-3943.0,-1621005.8
2024-07-16,Shopping,Debit,Shopping,-1150.0,-1622155.8
2024-07-19,Travel,Debit,Travel,-3334.0,-1625489.8
2024-07-19,Medical,Debit,Medical,-444.0,-1625933.8
2024-07-20,Utilities,Debit,Utilities,-1020.0,-1626953.8
2024-07-20,Medical,Debit,Medical,-6507.0,-1633460.8
2024-07-20,Medical,Debit,Medical,-2936.0,-1636396.8
2024-07-21,Rent,Debit,Rent,-3462.0,-1639858.8
2024-07-23,Rent,Debit,Rent,-979.0,-1640837.8
2024-07-23,Rent,Debit,Rent,-4481.0,-1645318.8
2024-07-24,Travel,Debit,Travel,-5320.0,-1650638.8
2024-07-24,Travel,Debit,Travel,-5354.0,-1655992.8
2024-07-24,Travel,Debit,Travel,-2919.0,-1658911.8
2024-07-25,Groceries,Debit,Groceries,-5298.0,-1664209.8
2024-07-27,Groceries,Debit,Groceries,-2989.0,-1667198.8
2024-07-27,Shopping,Debit,Shopping,-3176.0,-1670374.8
2024-07-27,Utilities,Debit,Utilities,-6345.0,-1676719.8
2024-07-28,Fuel,Debit,Fuel,-745.0,-1677464.8
2024-07-28,Groceries,Debit,Groceries,-2569.0,-1680033.8
2024-07-28,Dining,Debit,Dining,-2125.0,-1682158.8
2024-07-29,Fuel,Debit,Fuel,-5442.0,-1687600.8
2024-07-29,Medical,Debit,Medical,-6399.0,-1693999.8
2024-07-30,Medical,Debit,Medical,-3630.0,-1697629.8
2024-07-30,Utilities,Debit,Utilities,-1641.0,-1699270.8
2024-07-31,Medical,Debit,Medical,-1874.0,-1701144.8
2024-07-31,Rent,Debit,Rent,-4064.0,-1705208.8
2024-08-01,Salary,Credit,Income,126347.51,-1578861.29
2024-08-01,Travel,Debit,Travel,-5797.0,-1584658.29
2024-08-02,Shopping,Debit,Shopping,-2236.0,-1586894.29
2024-08-03,Groceries,Debit,Groceries,-6541.0,-1593435.29
2024-08-03,Utilities,Debit,Utilities,-3391.0,-1596826.29
2024-08-04,Fuel,Debit,Fuel,-3740.0,-1600566.29
2024-08-05,Dining,Debit,Dining,-2803.0,-1603369.29
2024-08-05,Groceries,Debit,Groceries,-5013.0,-1608382.29
2024-08-05,Fuel,Debit,Fuel,-3364.0,-1611746.29
2024-08-06,Shopping,Debit,Shopping,-4576.0,-1616322.29
2024-08-07,Fuel,Debit,Fuel,-2756.0,-1619078.29
2024-08-07,Travel,Debit,Travel,-3257.0,-1622335.29
2024-08-07,Groceries,Debit,Groceries,-4786.0,-1627121.29
2024-08-08,Utilities,Debit,Utilities,-1665.0,-1628786.29
2024-08-09,Travel,Debit,Travel,-6113.0,-1634899.29
2024-08-09,Dining,Debit,Dining,-5597.0,-1640496.29
2024-08-09,Fuel,Debit,Fuel,-4062.0,-1644558.29
2024-08-10,Medical,Debit,Medical,-2340.0,-1646898.29
2024-08-10,Utilities,Debit,Utilities,-6525.0,-1653423.29
2024-08-11,Rent,Debit,Rent,-3601.0,-1657024.29
2024-08-11,Dining,Debit,Dining,-4379.0,-1661403.29
2024-08-11,Groceries,Debit,Groceries,-6472.0,-1667875.29
2024-08-12,Shopping,Debit,Shopping,-3956.0,-1671831.29
2024-08-13,Travel,Debit,Travel,-1006.0,-1672837.29
2024-08-13,Groceries,Debit,Groceries,-942.0,-1673779.29
2024-08-14,Rent,Debit,Rent,-224.0,-1674003.29
2024-08-16,Utilities,Debit,Utilities,-2575.0,-1676578.29
2024-08-16,Utilities,Debit,Utilities,-5094.0,-1681672.29
2024-08-17,Utilities,Debit,Utilities,-3497.0,-1685169.29
2024-08-17,Shopping,Debit,Shopping,-6190.0,-1691359.29
2024-08-18,Shopping,Debit,Shopping,-4615.0,-1695974.29
2024-08-19,Dining,Debit,Dining,-4823.0,-1700797.29
2024-08-19,Shopping,Debit,Shopping,-303.0,-1701100.29
2024-08-20,Shopping,Debit,Shopping,-772.0,-1701872.29
2024-08-20,Utilities,Debit,Utilities,-6744.0,-1708616.29
2024-08-21,Fuel,Debit,Fuel,-206.0,-1708822.29
2024-08-21,Groceries,Debit,Groceries,-4409.0,-1713231.29
2024-08-23,Medical,Debit,Medical,-4876.0,-1718107.29
2024-08-23,Travel,Debit,Travel,-4373.0,-1722480.29
2024-08-23,Utilities,Debit,Utilities,-3247.0,-1725727.29
2024-08-24,Utilities,Debit,Utilities,-2562.0,-1728289.29
2024-08-24,Utilities,Debit,Utilities,-5632.0,-1733921.29
2024-08-24,Dining,Debit,Dining,-5580.0,-1739501.29
2024-08-25,Dining,Debit,Dining,-2389.0,-1741890.29
2024-08-27,Medical,Debit,Medical,-4192.0,-1746082.29
2024-08-27,Dining,Debit,Dining,-405.0,-1746487.29
2024-08-27,Dining,Debit,Dining,-6652.0,-1753139.29
2024-08-29,Medical,Debit,Medical,-4036.0,-1757175.29
2024-08-30,Travel,Debit,Travel,-1517.0,-1758692.29
2024-08-31,Groceries,Debit,Groceries,-911.0,-1759603.29
2024-08-31,Travel,Debit,Travel,-6398.0,-1766001.29
2024-08-31,Fuel,Debit,Fuel,-4861.0,-1770862.29
2024-09-01,Salary,Credit,Income,132664.89,-1638197.41
2024-09-01,Rent,Debit,Rent,-1365.0,-1639562.41
2024-09-01,Medical,Debit,Medical,-1356.0,-1640918.41
2024-09-01,Travel,Debit,Travel,-6065.0,-1646983.41
2024-09-03,Fuel,Debit,Fuel,-2914.0,-1649897.41
2024-09-04,Dining,Debit,Dining,-2660.0,-1652557.41
2024-09-04,Rent,Debit,Rent,-2536.0,-1655093.41
2024-09-04,Dining,Debit,Dining,-1364.0,-1656457.41
2024-09-05,Rent,Debit,Rent,-6970.0,-1663427.41
2024-09-07,Medical,Debit,Medical,-4589.0,-1668016.41
2024-09-07,Rent,Debit,Rent,-1952.0,-1669968.41
2024-09-07,Fuel,Debit,Fuel,-4544.0,-1674512.41
2024-09-08,Shopping,Debit,Shopping,-5906.0,-1680418.41
2024-09-08,Groceries,Debit,Groceries,-1579.0,-1681997.41
2024-09-11,Dining,Debit,Dining,-1336.0,-1683333.41
2024-09-12,Rent,Debit,Rent,-1314.0,-1684647.41
2024-09-13,Groceries,Debit,Groceries,-1294.0,-1685941.41
2024-09-14,Medical,Debit,Medical,-6785.0,-1692726.41
2024-09-15,Rent,Debit,Rent,-2087.0,-1694813.41
2024-09-16,Medical,Debit,Medical,-6346.0,-1701159.41
2024-09-16,Medical,Debit,Medical,-6798.0,-1707957.41
2024-09-16,Groceries,Debit,Groceries,-4826.0,-1712783.41
2024-09-17,Shopping,Debit,Shopping,-2850.0,-1715633.41
2024-09-18,Rent,Debit,Rent,-6765.0,-1722398.41
2024-09-19,Shopping,Debit,Shopping,-6657.0,-1729055.41
2024-09-19,Groceries,Debit,Groceries,-1985.0,-1731040.41
2024-09-19,Rent,Debit,Rent,-2216.0,-1733256.41
2024-09-20,Fuel,Debit,Fuel,-3038.0,-1736294.41
2024-09-20,Medical,Debit,Medical,-6830.0,-1743124.41
2024-09-21,Medical,Debit,Medical,-2924.0,-1746048.41
2024-09-21,Fuel,Debit,Fuel,-4642.0,-1750690.41
2024-09-22,Utilities,Debit,Utilities,-925.0,-1751615.41
2024-09-22,Rent,Debit,Rent,-6898.0,-1758513.41
2024-09-22,Rent,Debit,Rent,-2892.0,-1761405.41
2024-09-23,Dining,Debit,Dining,-4023.0,-1765428.41
2024-09-23,Travel,Debit,Travel,-3305.0,-1768733.41
2024-09-24,Shopping,Debit,Shopping,-3047.0,-1771780.41
2024-09-25,Medical,Debit,Medical,-2194.0,-1773974.41
2024-09-25,Rent,Debit,Rent,-4758.0,-1778732.41
2024-09-25,Travel,Debit,Travel,-6448.0,-1785180.41
2024-09-28,Groceries,Debit,Groceries,-5497.0,-1790677.41
2024-09-28,Medical,Debit,Medical,-1315.0,-1791992.41
2024-09-28,Rent,Debit,Rent,-1539.0,-1793531.41
2024-09-30,Travel,Debit,Travel,-1666.0,-1795197.41
2024-10-01,Salary,Credit,Income,139298.13,-1655899.28
2024-10-01,Shopping,Debit,Shopping,-1766.0,-1657665.28
2024-10-01,Groceries,Debit,Groceries,-3431.0,-1661096.28
2024-10-01,Groceries,Debit,Groceries,-1718.0,-1662814.28
2024-10-02,Medical,Debit,Medical,-422.0,-1663236.28
2024-10-02,Utilities,Debit,Utilities,-6150.0,-1669386.28
2024-10-02,Travel,Debit,Travel,-1810.0,-1671196.28
2024-10-03,Dining,Debit,Dining,-5794.0,-1676990.28
2024-10-03,Travel,Debit,Travel,-4382.0,-1681372.28
2024-10-03,Medical,Debit,Medical,-4132.0,-1685504.28
2024-10-05,Groceries,Debit,Groceries,-1471.0,-1686975.28
2024-10-05,Utilities,Debit,Utilities,-1659.0,-1688634.28
2024-10-05,Travel,Debit,Travel,-2315.0,-1690949.28
2024-10-08,Medical,Debit,Medical,-4758.0,-1695707.28
2024-10-09,Groceries,Debit,Groceries,-608.0,-1696315.28
2024-10-09,Fuel,Debit,Fuel,-6953.0,-1703268.28
2024-10-11,Utilities,Debit,Utilities,-4383.0,-1707651.28
2024-10-12,Travel,Debit,Travel,-5042.0,-1712693.28
2024-10-12,Medical,Debit,Medical,-6774.0,-1719467.28
2024-10-13,Shopping,Debit,Shopping,-4442.0,-1723909.28
2024-10-14,Fuel,Debit,Fuel,-5126.0,-1729035.28
2024-10-14,Fuel,Debit,Fuel,-2670.0,-1731705.28
2024-10-15,Groceries,Debit,Groceries,-6001.0,-1737706.28
2024-10-17,Medical,Debit,Medical,-645.0,-1738351.28
2024-10-17,Groceries,Debit,Groceries,-2354.0,-1740705.28
2024-10-17,Travel,Debit,Travel,-4022.0,-1744727.28
2024-10-18,Rent,Debit,Rent,-6541.0,-1751268.28
2024-10-18,Dining,Debit,Dining,-3779.0,-1755047.28
2024-10-19,Rent,Debit,Rent,-2933.0,-1757980.28
2024-10-19,Medical,Debit,Medical,-223.0,-1758203.28
2024-10-20,Groceries,Debit,Groceries,-454.0,-1758657.28
2024-10-20,Fuel,Debit,Fuel,-5736.0,-1764393.28
2024-10-21,Groceries,Debit,Groceries,-664.0,-1765057.28
2024-10-21,Medical,Debit,Medical,-4555.0,-1769612.28
2024-10-22,Dining,Debit,Dining,-4386.0,-1773998.28
2024-10-22,Dining,Debit,Dining,-5124.0,-1779122.28
2024-10-22,Groceries,Debit,Groceries,-6467.0,-1785589.28
2024-10-23,Groceries,Debit,Groceries,-3486.0,-1789075.28
2024-10-25,Dining,Debit,Dining,-125.0,-1789200.28
2024-10-26,Fuel,Debit,Fuel,-4243.0,-1793443.28
2024-10-26,Fuel,Debit,Fuel,-5520.0,-1798963.28
2024-10-27,Fuel,Debit,Fuel,-6999.0,-1805962.28
2024-10-27,Rent,Debit,Rent,-6429.0,-1812391.28
2024-10-28,Medical,Debit,Medical,-6067.0,-1818458.28
2024-10-28,Medical,Debit,Medical,-3275.0,-1821733.28
2024-10-28,Dining,Debit,Dining,-2360.0,-1824093.28
2024-10-29,Travel,Debit,Travel,-4652.0,-1828745.28
2024-10-29,Fuel,Debit,Fuel,-4511.0,-1833256.28
2024-10-29,Medical,Debit,Medical,-3753.0,-1837009.28
2024-10-30,Dining,Debit,Dining,-4297.0,-1841306.28
2024-10-30,Travel,Debit,Travel,-6784.0,-1848090.28
2024-10-30,Utilities,Debit,Utilities,-2530.0,-1850620.28
2024-10-31,Rent,Debit,Rent,-6545.0,-1857165.28
2024-10-31,Utilities,Debit,Utilities,-4740.0,-1861905.28
2024-11-01,Salary,Credit,Income,146263.04,-1715642.24
2024-11-01,Dining,Debit,Dining,-977.0,-1716619.24
2024-11-01,Fuel,Debit,Fuel,-109.0,-1716728.24
2024-11-01,Utilities,Debit,Utilities,-6866.0,-1723594.24
2024-11-03,Fuel,Debit,Fuel,-6413.0,-1730007.24
2024-11-03,Rent,Debit,Rent,-6749.0,-1736756.24
2024-11-04,Medical,Debit,Medical,-3740.0,-1740496.24
2024-11-04,Dining,Debit,Dining,-1968.0,-1742464.24
2024-11-04,Groceries,Debit,Groceries,-836.0,-1743300.24
2024-11-06,Fuel,Debit,Fuel,-5219.0,-1748519.24
2024-11-06,Rent,Debit,Rent,-3459.0,-1751978.24
2024-11-06,Dining,Debit,Dining,-3334.0,-1755312.24
2024-11-07,Dining,Debit,Dining,-4762.0,-1760074.24
2024-11-07,Dining,Debit,Dining,-1590.0,-1761664.24
2024-11-08,Dining,Debit,Dining,-4696.0,-1766360.24
2024-11-09,Travel,Debit,Travel,-3488.0,-1769848.24
2024-11-09,Dining,Debit,Dining,-4896.0,-1774744.24
2024-11-09,Fuel,Debit,Fuel,-881.0,-1775625.24
2024-11-10,Rent,Debit,Rent,-4381.0,-1780006.24
2024-11-10,Groceries,Debit,Groceries,-2129.0,-1782135.24
2024-11-10,Utilities,Debit,Utilities,-3959.0,-1786094.24
2024-11-11,Dining,Debit,Dining,-2394.0,-1788488.24
2024-11-11,Fuel,Debit,Fuel,-1684.0,-1790172.24
2024-11-12,Fuel,Debit,Fuel,-505.0,-1790677.24
2024-11-12,Utilities,Debit,Utilities,-800.0,-1791477.24
2024-11-13,Fuel,Debit,Fuel,-4741.0,-1796218.24
2024-11-14,Rent,Debit,Rent,-5865.0,-1802083.24
2024-11-15,Shopping,Debit,Shopping,-3845.0,-1805928.24
2024-11-15,Travel,Debit,Travel,-4813.0,-1810741.24
2024-11-15,Fuel,Debit,Fuel,-6333.0,-1817074.24
2024-11-16,Medical,Debit,Medical,-2870.0,-1819944.24
2024-11-16,Fuel,Debit,Fuel,-1192.0,-1821136.24
2024-11-17,Dining,Debit,Dining,-1231.0,-1822367.24
2024-11-19,Shopping,Debit,Shopping,-2605.0,-1824972.24
2024-11-20,Travel,Debit,Travel,-6922.0,-1831894.24
2024-11-21,Rent,Debit,Rent,-1307.0,-1833201.24
2024-11-21,Utilities,Debit,Utilities,-3750.0,-1836951.24
2024-11-21,Groceries,Debit,Groceries,-719.0,-1837670.24
2024-11-22,Dining,Debit,Dining,-808.0,-1838478.24
2024-11-22,Fuel,Debit,Fuel,-6195.0,-1844673.24
2024-11-23,Fuel,Debit,Fuel,-4114.0,-1848787.24
2024-11-23,Dining,Debit,Dining,-1966.0,-1850753.24
2024-11-23,Fuel,Debit,Fuel,-6911.0,-1857664.24
2024-11-24,Medical,Debit,Medical,-392.0,-1858056.24
2024-11-24,Dining,Debit,Dining,-3459.0,-1861515.24
2024-11-26,Utilities,Debit,Utilities,-6218.0,-1867733.24
2024-11-26,Utilities,Debit,Utilities,-5423.0,-1873156.24
2024-11-26,Travel,Debit,Travel,-6914.0,-1880070.24
2024-11-27,Shopping,Debit,Shopping,-6737.0,-1886807.24
2024-11-27,Shopping,Debit,Shopping,-6203.0,-1893010.24
2024-11-27,Travel,Debit,Travel,-2461.0,-1895471.24
2024-11-29,Rent,Debit,Rent,-6343.0,-1901814.24
2024-11-30,Travel,Debit,Travel,-1395.0,-1903209.24
2024-12-01,Salary,Credit,Income,153576.19,-1749633.06
2024-12-01,Shopping,Debit,Shopping,-3143.0,-1752776.06
2024-12-01,Travel,Debit,Travel,-4170.0,-1756946.06
2024-12-01,Rent,Debit,Rent,-6707.0,-1763653.06
2024-12-03,Groceries,Debit,Groceries,-4186.0,-1767839.06
2024-12-03,Fuel,Debit,Fuel,-4182.0,-1772021.06
2024-12-03,Medical,Debit,Medical,-5225.0,-1777246.06
2024-12-05,Shopping,Debit,Shopping,-6394.0,-1783640.06
2024-12-06,Shopping,Debit,Shopping,-555.0,-1784195.06
2024-12-08,Fuel,Debit,Fuel,-1699.0,-1785894.06
2024-12-08,Shopping,Debit,Shopping,-2326.0,-1788220.06
2024-12-11,Shopping,Debit,Shopping,-6430.0,-1794650.06
2024-12-11,Groceries,Debit,Groceries,-3349.0,-1797999.06
2024-12-11,Fuel,Debit,Fuel,-5130.0,-1803129.06
2024-12-12,Groceries,Debit,Groceries,-886.0,-1804015.06
2024-12-12,Utilities,Debit,Utilities,-306.0,-1804321.06
2024-12-12,Fuel,Debit,Fuel,-6269.0,-1810590.06
2024-12-13,Rent,Debit,Rent,-1714.0,-1812304.06
2024-12-13,Utilities,Debit,Utilities,-3592.0,-1815896.06
2024-12-14,Dining,Debit,Dining,-2532.0,-1818428.06
2024-12-15,Medical,Debit,Medical,-3792.0,-1822220.06
2024-12-16,Groceries,Debit,Groceries,-4466.0,-1826686.06
2024-12-17,Dining,Debit,Dining,-3399.0,-1830085.06
2024-12-17,Travel,Debit,Travel,-4225.0,-1834310.06
2024-12-17,Utilities,Debit,Utilities,-5416.0,-1839726.06
2024-12-18,Utilities,Debit,Utilities,-2058.0,-1841784.06
2024-12-18,Medical,Debit,Medical,-3154.0,-1844938.06
2024-12-18,Shopping,Debit,Shopping,-5764.0,-1850702.06
2024-12-19,Travel,Debit,Travel,-5298.0,-1856000.06
2024-12-19,Travel,Debit,Travel,-4190.0,-1860190.06
2024-12-20,Fuel,Debit,Fuel,-5708.0,-1865898.06
2024-12-21,Dining,Debit,Dining,-4481.0,-1870379.06
2024-12-21,Rent,Debit,Rent,-3516.0,-1873895.06
2024-12-22,Shopping,Debit,Shopping,-4094.0,-1877989.06
2024-12-23,Travel,Debit,Travel,-6889.0,-1884878.06
2024-12-24,Groceries,Debit,Groceries,-5425.0,-1890303.06
2024-12-24,Medical,Debit,Medical,-777.0,-1891080.06
2024-12-24,Dining,Debit,Dining,-4818.0,-1895898.06
2024-12-25,Travel,Debit,Travel,-2217.0,-1898115.06
2024-12-25,Rent,Debit,Rent,-1832.0,-1899947.06
2024-12-25,Shopping,Debit,Shopping,-5353.0,-1905300.06
2024-12-26,Dining,Debit,Dining,-1579.0,-1906879.06
2024-12-26,Medical,Debit,Medical,-6614.0,-1913493.06
2024-12-27,Dining,Debit,Dining,-797.0,-1914290.06
2024-12-27,Dining,Debit,Dining,-1167.0,-1915457.06
2024-12-27,Utilities,Debit,Utilities,-6230.0,-1921687.06
2024-12-28,Rent,Debit,Rent,-4053.0,-1925740.06
2024-12-28,Fuel,Debit,Fuel,-3102.0,-1928842.06
2024-12-28,Shopping,Debit,Shopping,-3055.0,-1931897.06
